"","headline","article_nmbr","text","linenumber"
"1105","Title: Chinese investments in U.S. firms swell; The tally, now at almost $50 billion, could hit $200 billion in 2020, a study says.:   [1 ]",25,"Copyright: (Copyright (c) 2015 Los Angeles Times)",1105
"1106","Title: Chinese investments in U.S. firms swell; The tally, now at almost $50 billion, could hit $200 billion in 2020, a study says.:   [1 ]",25,"Last updated: 2017-11-22",1106
"1107","Title: Chinese investments in U.S. firms swell; The tally, now at almost $50 billion, could hit $200 billion in 2020, a study says.:   [1 ]",25,"Database: ProQuest Central",1107
"1108","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"STARTOFARTICLE",1108
"1109","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",1109
"1110","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]25 Apr 2017: C.2.",1110
"1111","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"https://search.proquest.com/docview/1891314323?accountid=41449",1111
"1112","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Abstract: None available.",1112
"1113","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Full text: China continues to hold a massive trade surplus with the United States that's on pace this year to again reach nearly $350 billion. But there's a flip side of that trade gap as China invests billions back in America.",1113
"1114","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Investment from China is so prevalent that all but 10 of America's 435 congressional districts have received Chinese money, mostly through mergers and acquisitions, according to a new report released Tuesday by Rhodium Group, a research firm.",1114
"1115","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Since 2000, no state has garnered more Chinese investment than California. The state's 53 congressional districts combined to receive $16.8 billion from China over that period, led by more than $3 billion each in districts represented by Rep. Nancy Pelosi (D-San Francisco) and Rep. Brad Sherman (D-Porter Ranch). Sherman's district is home to Legendary Entertainment, which was acquired by Dalian Wanda Group in 2016 for $3.5 billion.",1115
"1116","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"The Golden State now has 585 Chinese-linked enterprises, responsible for 18,300 local jobs, the Rhodium report said.",1116
"1117","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"New York came in second with $13.9 billion in investment since 2000. The state is home to 246 Chinese-affiliated companiesthat employ a total of 8,400 people.",1117
"1118","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"While still strong, the amount of Chinese investment probably will fall in 2017 after a record showing last year. Chinese regulations introduced at the end of 2016 aimed at staunching a staggering rate of capital flight have slowed U.S. investments from China to $9.3 billion the first quarter of this year, according to a separate Rhodium report. That's down nearly 50% from China's investments in the fourth quarter.",1118
"1119","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"The slowdown comes after Chinese investment in the U.S. tripled to $46 billion between 2015 and 2016. The surge in investment is motivated by a desire to hedge against China's slowing economy and weakening currency. But Chinese regulators fear too much money is leaving the country, often for nonstrategic deals at costs well above what most companies should pay.",1119
"1120","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"""Chinese capital controls are currently the most important policy variable shaping China-U.S. deal flow,"" Rhodium wrote in a note to clients showing first-quarter data for this year.",1120
"1121","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"A number of high-profile deals have been scuttled in recent months, including Dalian Wanda Group's $1-billion bid for Dick Clark Productions and LeEco's $2-billion deal for Vizio.",1121
"1122","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Regulators in Beijing aren't the only challenge to continued growth in Chinese deals. Calls are growing in Washington to strengthen the review process for Chinese mergers and acquisitions through the Committee on Foreign Investment in the United States. Some critics say China is gaining too much access into American media while U.S. companies don't have the same open door in China.",1122
"1123","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"A number of test cases are ongoing that could show how strict the Trump administration will be on proposed Chinese deals. Among them is a $1.2-billion bid by Ant Financial, a subsidiary of Chinese e-commerce giant Alibaba, for MoneyGram, a U.S. money transfer service. The proposed tie-up has been criticized on Capitol Hill as a national security threat.",1123
"1124","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"--",1124
"1125","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"david.pierson@latimes.com",1125
"1126","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Caption: PHOTO: SINCE 2000, no state has seen more Chinese investment than California. Above, Legendary Entertainment, which was bought last year by Dalian Wanda Group.",1126
"1127","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"PHOTOGRAPHER:Robyn Beck AFP/Getty Images",1127
"1128","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"People: Sherman, Brad Pelosi, Nancy",1128
"1129","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Identifier / keyword: CHINA UNITED STATES FOREIGN INVESTMENTS CALIFORNIA",1129
"1130","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",1130
"1131","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Pages: C.2",1131
"1132","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Publication date: Apr 25, 2017",1132
"1133","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Publication subject: General Interest Periodicals--United States",1133
"1134","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"ISSN: 04583035",1134
"1135","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Language of publication: English",1135
"1136","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"ProQuest document ID: 1891314323",1136
"1137","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Document URL: https://search.proquest.com/docview/1891314323?accountid=41449",1137
"1138","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Copyright: Copyright Los Angeles Times Apr 25, 2017",1138
"1139","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Last updated: 2017-11-24",1139
"1140","Title: BUSINESS BEAT; Few areas in U.S. haven't seen Chinese investment",26,"Database: ProQuest Central",1140
"1141","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"STARTOFARTICLE",1141
"1142","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",1142
"1143","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]24 Feb 2018: C.1.",1143
"1144","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"https://search.proquest.com/docview/2007637408?accountid=41449",1144
"1145","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Abstract: None available.",1145
"1146","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Full text: In his address to the U.N. General Assembly in 2015, Chinese President Xi Jinping took a not-so-subtle swipe at U.S. financial regulation.",1146
"1147","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"As he outlined the key principles for achieving lasting world peace and prosperity, he noted one key element is ""open, innovative and inclusive development"" that benefits more than just the wealthy.",1147
"1148","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"""The 2008 financial crisis has taught us that allowing capital to blindly pursue profit can only create a crisis and that global prosperity cannot be built on the shaky foundation of a market without moral constraints,"" he said.",1148
"1149","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Xi showed what that can mean this week when Chinese regulators took control of Anbang Insurance Group, a privately owned Chinese conglomerate that sprang to global prominence when it purchased the Waldorf Astoria hotel for a stunning $1.95 billion in 2014.",1149
"1150","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Still, the decision to seize Anbang is striking because the company is not known to have defaulted on any debts, though China's insurance regulator said in a statement Friday that ""there exist illegal operations at Anbang, posing threats to the company's solvency.""",1150
"1151","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Anbang's chairman, Wu Xiaohui, has been indicted on suspicion of economic crimes, said regulators, who added that a group of government agencies will take control of the board and management for one year.",1151
"1152","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Officials will ""actively introduce high-quality social capital to Anbang, restructure its shareholding and keep Anbang as a private company,"" the statement said.",1152
"1153","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Wu was known as one of China's ""gray rhinos"" -- ambitious tycoons whose companies incurred extraordinary debt while snapping up prestigious foreign assets. But it was enough debt, regulators believed, to potentially destabilize the country's financial system. Last year, the government began cracking down. Authorities detained Wu in June, and he hasn't been heard from since.",1153
"1154","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Wu took Anbang on a global shopping spree that started off with a bang when it purchased the Waldorf. It went on to acquire other financial and real estate assets, including Strategic Hotels and Resorts. The portfolio of 15 luxury properties, including Loews Santa Monica, was acquired for $6.5 billion in 2006.",1154
"1155","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"The insurer also wanted to buy the Hotel del Coronado, which was part of the Strategic portfolio. But it was removed from the deal after opposition from U.S. national security officials who cited the historic hotel's proximity to the San Diego naval base, Bloomberg News has reported. Anbang also owns insurance companies in Europe and Asia.",1155
"1156","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Authorities have chastened other gray rhino companies, which have struggled financially in recent months, among them HNA Group. It owns several airlines, a 25% stake of Hilton Worldwide and several tourism and logistics companies, has an estimated $90 billion in debt, and has sought to raise capital from its own employees.",1156
"1157","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Still, the focus on Anbang surprised many financial industry observers.",1157
"1158","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"""Why Anbang right now, and not HNA? I don't know,"" said Anne Stevenson-Yang of the China-focused J Capital Research. ""Anbang hasn't defaulted on anything, and HNA has. I think Anbang's holdings in the banks, and the banks' outstanding loans to Anbang, are a critical portion.",1158
"1159","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"""I don't know what's going on right now, but the Chinese financial system is obsessed with the possibility of a financial crisis,"" she continued. ""So you can't allow a company like Evergrande [China's second-largest property developer], or even HNA, to default because you don't understand what the collateral damage will be.""",1159
"1160","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"However, there were reports that Anbang's source of funding for much of its recent growth worried Chinese regulators.",1160
"1161","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"The company sold short-term, high-yield products that were used to fund purchases of long-term assets such as real estate, creating a mismatch in duration. One of its products, called Anbang Longevity Sure Win No. 1, boosted its premiums almost fortyfold in 2014 and offered some of the highest yields in the industry.",1161
"1162","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Wu married a granddaughter of Deng Xiaoping, China's leader in the 1980s. Yet experts say his woes may mean he's fallen out of favor.",1162
"1163","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"President Xi has tightened Communist Party control over private enterprises, to stabilize the financial system and crack down on capital flight.",1163
"1164","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"""There is one way to read this, which is that China's problems are much more severe and more different than people thought, so the Chinese state is taking action,"" said Fraser Howie, the co-author of ""Red Capitalism: The Fragile Financial Foundations of China's Extraordinary Rise."" ""But you can also put a positive spin on that: Here's a government that's willing to act, and act boldly. That gives us confidence that they'll do so in other scenarios.""",1164
"1165","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Anbang's office in Hong Kong did not immediately reply to a request for comment.",1165
"1166","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Wu grew up in China's Zhejiang province. According to a 2016 New York Times report, he worked as a low-level anti-smuggling official.",1166
"1167","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Anbang started in 2004 as an auto insurance company and moved into life insurance in 2010. It rapidly developed into a financial giant, with assets of about $300 billion. It is China's second-largest insurer in terms of life insurance premiums, Bloomberg reported.",1167
"1168","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Wu ran the company under a byzantine ownership structure, making its true owners -- and his own wealth -- difficult to discern.",1168
"1169","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"""Anbang is too big to fail,"" an unnamed senior executive from the company told the Financial Times. ""Even though it has no real value, they will have to restructure it very carefully.""",1169
"1170","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"--",1170
"1171","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"jonathan.kaiman@latimes.com",1171
"1172","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Bloomberg News, Times staff writer Laurence Darmiento and special correspondent Kemeng Fan contributed to this report.",1172
"1173","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Caption: PHOTO: WU XIAOHUI, chairman of Anbang Insurance Group, is pursued by journalists at a March forum. Chinese authorities detained him in June on suspicion of economic crimes, and he hasn't been heard from since.",1173
"1174","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"PHOTOGRAPHER: VCG",1174
"1175","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"People: Xi Jinping Wu Xiaohui Deng Xiaoping",1175
"1176","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Identifier / keyword: ANBANG INSURANCE GROUP INC CHINA GOVERNMENT EXECUTIVES INDICTMENTS",1176
"1177","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",1177
"1178","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Pages: C.1",1178
"1179","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Publication date: Feb 24, 2018",1179
"1180","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Publication subject: General Interest Periodicals--United States",1180
"1181","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"ISSN: 04583035",1181
"1182","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Language of publication: English",1182
"1183","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"ProQuest document ID: 2007637408",1183
"1184","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Document URL: https://search.proquest.com/docview/2007637408?accountid=41449",1184
"1185","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Copyright: Copyright Los Angeles Times Feb 24, 2018",1185
"1186","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Last updated: 2018-02-26",1186
"1187","Title: China's seizure of firm sends a signal; Regulators take over Anbang Insurance, citing illegal activity.",27,"Database: ProQuest Central",1187
"1188","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"STARTOFARTICLE",1188
"1189","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"BUSINESS BEAT; Why Qualcomm deal worries U.S.",1189
"1190","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]07 Mar 2018: C.2.",1190
"1191","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"https://search.proquest.com/docview/2011143375?accountid=41449",1191
"1192","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Abstract: None available.",1192
"1193","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Full text: U.S. officials worry that if Broadcom Ltd. succeeds in its hostile takeover of Qualcomm Inc., that might weaken the San Diego chip maker and open the door for China to become the leader in next-generation wireless technologies, among other national security concerns.",1193
"1194","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"The Treasury Department laid out its concerns in a letter to both chip makers explaining its Sunday order to delay Qualcomm's annual shareholder meeting. At the meeting -- previously scheduled for Tuesday -- the San Diego company's shareholders were to vote on whether to hand control to Broadcom by putting Broadcom-backed candidates on Qualcomm's board of directors.",1194
"1195","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"The secretive Committee for Foreign Investment in the United States ordered the 30-day delay so it could further investigate the national security implications of a takeover of Qualcomm by Broadcom, which is based in Singapore and San Jose. The committee is a multi-agency body led by the Treasury.",1195
"1196","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Qualcomm included the letter in a filing Monday with the U.S. Securities and Exchange Commission. Its shareholder meeting is rescheduled for April 5.",1196
"1197","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"The $117-billion deal would be the largest in semiconductor industry history. Qualcomm has rejected Broadcom's $79-a-share bid and sought the foreign investment committee's review.",1197
"1198","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Treasury officials said Qualcomm supplies products to the U.S. government and works with it on cybersecurity for the next generation of wireless, 5G and the internet of things. Any changes in supply of these products or services could pose national security concerns.",1198
"1199","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Many of the national security concerns surrounding the potential takeover are classified, the letter said.",1199
"1200","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Qualcomm shares fell 2.9% to $62.14 on Tuesday. Broadcom shares rose 1.6% to $250.96.",1200
"1201","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"--",1201
"1202","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"mike.freeman@sduniontribune.com",1202
"1203","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Identifier / keyword: BROADCOM CORP QUALCOMM INC ACQUISITIONS COMMITTEE ON FOREIGN INVESTMENTS IN THE UNITED STATES NATIONAL SECURITY",1203
"1204","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",1204
"1205","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Pages: C.2",1205
"1206","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Publication date: Mar 7, 2018",1206
"1207","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Publication subject: General Interest Periodicals--United States",1207
"1208","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"ISSN: 04583035",1208
"1209","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Language of publication: English",1209
"1210","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"ProQuest document ID: 2011143375",1210
"1211","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Document URL: https://search.proquest.com/docview/2011143375?accountid=41449",1211
"1212","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Copyright: Copyright Los Angeles Times Mar 7, 2018",1212
"1213","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Last updated: 2018-03-07",1213
"1214","Title: BUSINESS BEAT; Why Qualcomm deal worries U.S.",28,"Database: ProQuest Central",1214
"1215","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"STARTOFARTICLE",1215
"1216","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",1216
"1217","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]13 Mar 2018: C.1.",1217
"1218","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"https://search.proquest.com/docview/2013121237?accountid=41449",1218
"1219","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Abstract: None available.",1219
"1220","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Full text: In the latest example of his tough stance against foreign takeovers of U.S. technology companies, President Trump on Monday blocked Broadcom Ltd. from acquiring Qualcomm Inc., scuttling the proposed $117-billion deal on national security grounds.",1220
"1221","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"The president issued the executive order on a recommendation by the Committee on Foreign Investment in the United States, which reviews acquisitions of American firms by foreign investors. The decision to block the deal was unveiled hours after Broadcom Chief Executive Hock Tan met with security officials at the Pentagon in a last-ditch effort to salvage the transaction.",1221
"1222","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"""There is credible evidence that leads me to believe that Broadcom Ltd."" by acquiring San Diego-based Qualcomm ""might take action that threatens to impair the national security of the United States,"" Trump said in the executive order.",1222
"1223","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Trump's order came after an investigation by CFIUS, which had said the proposed deal by Singapore-based Broadcom would undermine Qualcomm's leadership in so-called 5G wireless technology, opening the door for China's Huawei Technologies Co. to become dominant.",1223
"1224","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Qualcomm and a host of other big technology companies are racing to build a 5G, next-generation nationwide network with download speeds that could be 100 times faster than what most consumers experience now on their wireless service. Once deployed, a high-definition movie could load instantly on a smartphone. The capabilities of connected devices at work and home would vastly expand. Cable-quality service could even be provided over the air, instead of via a wire line connected to a house.",1224
"1225","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"In September, Trump blocked the sale of Lattice Semiconductor Corp. to a Chinese-backed investor. That was just the fourth time in a quarter-century that a U.S. president stopped a foreign takeover of an American firm on national security grounds. At least half a dozen technology deals have collapsed during the Trump administration in the face of concerns raised by CFIUS.",1225
"1226","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"The Treasury Department, which leads CFIUS, had said the Qualcomm deal raised red flags because it threatened Qualcomm's leadership in developing the next generation of wireless technology. The government said it feared Broadcom would cut investment in research and development to increase short-term profits. That could enable Chinese companies to become the dominant supplier, the U.S. said.",1226
"1227","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Trump's order came as Broadcom was in the midst of moving its headquarters from Singapore to the U.S. It was seeking to gain majority control of Qualcomm's board to advance its hostile takeover. CFIUS ordered the shareholder vote be postponed to investigate the transaction.",1227
"1228","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Broadcom recently moved to speed up the relocation of its corporate headquarters -- a move that Trump himself announced last November in a meeting at the White House with Tan, the company's CEO. The move raised questions about whether CFIUS even had jurisdiction to investigate a Broadcom-Qualcomm deal. But in speeding it up, Broadcom violated terms of an order by CFIUS, the regulator said.",1228
"1229","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Broadcom's headquarters relocation was originally scheduled to be completed by May 6. But after CFIUS began an investigation of the hostile takeover effort, Broadcom began efforts to speed up the relocation to April 3 -- two days before Qualcomm shareholders were to vote on whether to hand control to Broadcom by putting Broadcom-backed candidates on Qualcomm's board of directors.",1229
"1230","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"In a letter to both companies dated Sunday, CFIUS accused Broadcom of failing on three separate occasions to provide five business days' notice of its efforts to accelerate the headquarters relocation. Qualcomm filed a copy of the letter with the U.S. Securities and Exchange Commission on Monday morning.",1230
"1231","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Broadcom's Tan met Monday with CFIUS officials to make his case that his company should be allowed to pursue an acquisition of Qualcomm. But those talks apparently failed to change the regulator's stance.",1231
"1232","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"In regular trading Monday, Broadcom shares jumped 3.6% to $262.84 after reports late Friday that rival Intel Corp. might try to acquire Broadcom if the Qualcomm deal seemed likely to go through. Intel shares fell 1.3% to $51.52. Qualcomm shares edged down 0.3% to $62.81. In after-hours trading, after Trump issued his order, Qualcomm shares sank more than 4%, and Broadcom and Intel shares each rose more than 1%.",1232
"1233","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"--",1233
"1234","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"San Diego Union-Tribune staff writer Mike Freeman and the Washington Post contributed to this report.",1234
"1235","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Caption: PHOTO: PRESIDENT TRUMP, shown Saturday, issued his executive order on a recommendation by the Committee on Foreign Investment in the U.S., which reviews acquisitions of American firms by foreign investors.",1235
"1236","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"PHOTOGRAPHER:Carolyn Kaster Associated Press",1236
"1237","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"People: Trump, Donald J",1237
"1238","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Identifier / keyword: TRUMP, DONALD J EXECUTIVE ORDERS QUALCOMM INC BROADCOM CORP ACQUISITIONS COMMITTEE ON FOREIGN INVESTMENTS IN THE UNITED STATES NATIONAL SECURITY",1238
"1239","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",1239
"1240","Title: TECHNOLOGY; Broadcom's Qualcomm bid blocked; Trump cites national security concerns in decision to thwart the $117-billion acquisition.",29,"Pages: C.1",1240
